Category,Critical active substance ,Prescription type,Category of use,Species,Year,Number of animal treatments
All animals,Yes,Single treatments farm animals,Fattening pigs,Pigs,2025,2356
All animals,Yes,Oral group treatments,Fattening pigs,Pigs,2025,8089
All animals,All types of active ingredients,All prescription types,Fattening pigs,Pigs,2025,86319
All animals,All types of active ingredients,Single treatments farm animals,Fattening pigs,Pigs,2025,9778
All animals,All types of active ingredients,Oral group treatments,Fattening pigs,Pigs,2025,76541
All animals,No,All prescription types,Suckling and weaned piglets,Pigs,2025,91073
All animals,No,Single treatments farm animals,Suckling and weaned piglets,Pigs,2025,4064
All animals,No,Oral group treatments,Suckling and weaned piglets,Pigs,2025,87009
All animals,Yes,All prescription types,Suckling and weaned piglets,Pigs,2025,12530
All animals,Yes,Single treatments farm animals,Suckling and weaned piglets,Pigs,2025,6221
All animals,Yes,Oral group treatments,Suckling and weaned piglets,Pigs,2025,6309
All animals,All types of active ingredients,All prescription types,Suckling and weaned piglets,Pigs,2025,103603
All animals,All types of active ingredients,Single treatments farm animals,Suckling and weaned piglets,Pigs,2025,10285
All animals,All types of active ingredients,Oral group treatments,Suckling and weaned piglets,Pigs,2025,93318
All animals,No,All prescription types,Pigs nCU,Pigs,2025,191
All animals,No,Oral group treatments,Pigs nCU,Pigs,2025,191
All animals,All types of active ingredients,All prescription types,Pigs nCU,Pigs,2025,191
All animals,All types of active ingredients,Oral group treatments,Pigs nCU,Pigs,2025,191
All animals,No,All prescription types,Breeding sows and boars,Pigs,2025,4773
All animals,No,Single treatments farm animals,Breeding sows and boars,Pigs,2025,2693
All animals,No,Oral group treatments,Breeding sows and boars,Pigs,2025,2080
All animals,Yes,All prescription types,Breeding sows and boars,Pigs,2025,1357
All animals,Yes,Single treatments farm animals,Breeding sows and boars,Pigs,2025,1337
All animals,Yes,Oral group treatments,Breeding sows and boars,Pigs,2025,20
All animals,All types of active ingredients,All prescription types,Breeding sows and boars,Pigs,2025,6130
All animals,All types of active ingredients,Single treatments farm animals,Breeding sows and boars,Pigs,2025,4030
All animals,All types of active ingredients,Oral group treatments,Breeding sows and boars,Pigs,2025,2100
All animals,No,All prescription types,All categories of use,Goats,2025,9634
All animals,No,Single treatments farm animals,All categories of use,Goats,2025,7654
All animals,No,Oral group treatments,All categories of use,Goats,2025,1980
All animals,Yes,All prescription types,All categories of use,Goats,2025,980
All animals,Yes,Single treatments farm animals,All categories of use,Goats,2025,755
All animals,Yes,Oral group treatments,All categories of use,Goats,2025,225
All animals,All types of active ingredients,All prescription types,All categories of use,Goats,2025,10614
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Goats,2025,8409
All animals,All types of active ingredients,Oral group treatments,All categories of use,Goats,2025,2205
All animals,No,All prescription types,Goats,Goats,2025,9634
All animals,No,Single treatments farm animals,Goats,Goats,2025,7654
All animals,No,Oral group treatments,Goats,Goats,2025,1980
All animals,Yes,All prescription types,Goats,Goats,2025,980
All animals,Yes,Single treatments farm animals,Goats,Goats,2025,755
All animals,Yes,Oral group treatments,Goats,Goats,2025,225
All animals,All types of active ingredients,All prescription types,Goats,Goats,2025,10614
All animals,All types of active ingredients,Single treatments farm animals,Goats,Goats,2025,8409
All animals,All types of active ingredients,Oral group treatments,Goats,Goats,2025,2205
Pets,No,All prescription types,All categories of use,All species,2025,427453
Pets,No,Single treatments companion animals,All categories of use,All species,2025,427453
Pets,Yes,All prescription types,All categories of use,All species,2025,97384
Pets,Yes,Single treatments companion animals,All categories of use,All species,2025,97384
Pets,All types of active ingredients,All prescription types,All categories of use,All species,2025,524837
Pets,All types of active ingredients,Single treatments companion animals,All categories of use,All species,2025,524837
Pets,No,All prescription types,Equids,All species,2025,20090
Pets,No,Single treatments companion animals,Equids,All species,2025,20090
Pets,Yes,All prescription types,Equids,All species,2025,693
Pets,Yes,Single treatments companion animals,Equids,All species,2025,693
Pets,All types of active ingredients,All prescription types,Equids,All species,2025,20783
Pets,All types of active ingredients,Single treatments companion animals,Equids,All species,2025,20783
Pets,No,All prescription types,Dogs,All species,2025,189352
Pets,No,Single treatments companion animals,Dogs,All species,2025,189352
Pets,Yes,All prescription types,Dogs,All species,2025,19333
Pets,Yes,Single treatments companion animals,Dogs,All species,2025,19333
Pets,All types of active ingredients,All prescription types,Dogs,All species,2025,208685
Pets,All types of active ingredients,Single treatments companion animals,Dogs,All species,2025,208685
Pets,No,All prescription types,Cats,All species,2025,218011
Pets,No,Single treatments companion animals,Cats,All species,2025,218011
Pets,Yes,All prescription types,Cats,All species,2025,77358
Pets,Yes,Single treatments companion animals,Cats,All species,2025,77358
Pets,All types of active ingredients,All prescription types,Cats,All species,2025,295369
Pets,All types of active ingredients,Single treatments companion animals,Cats,All species,2025,295369
Pets,No,All prescription types,All categories of use,Equids,2025,20090
Pets,No,Single treatments companion animals,All categories of use,Equids,2025,20090
Pets,Yes,All prescription types,All categories of use,Equids,2025,693
Pets,Yes,Single treatments companion animals,All categories of use,Equids,2025,693
Pets,All types of active ingredients,All prescription types,All categories of use,Equids,2025,20783
Pets,All types of active ingredients,Single treatments companion animals,All categories of use,Equids,2025,20783
Pets,No,All prescription types,Equids,Equids,2025,20090
Pets,No,Single treatments companion animals,Equids,Equids,2025,20090
Pets,Yes,All prescription types,Equids,Equids,2025,693
Pets,Yes,Single treatments companion animals,Equids,Equids,2025,693
Pets,All types of active ingredients,All prescription types,Equids,Equids,2025,20783
Pets,All types of active ingredients,Single treatments companion animals,Equids,Equids,2025,20783
Pets,No,All prescription types,All categories of use,Dogs,2025,189352
Pets,No,Single treatments companion animals,All categories of use,Dogs,2025,189352
Pets,Yes,All prescription types,All categories of use,Dogs,2025,19333
Pets,Yes,Single treatments companion animals,All categories of use,Dogs,2025,19333
Pets,All types of active ingredients,All prescription types,All categories of use,Dogs,2025,208685
Pets,All types of active ingredients,Single treatments companion animals,All categories of use,Dogs,2025,208685
Pets,No,All prescription types,Dogs,Dogs,2025,189352
Pets,No,Single treatments companion animals,Dogs,Dogs,2025,189352
Pets,Yes,All prescription types,Dogs,Dogs,2025,19333
Pets,Yes,Single treatments companion animals,Dogs,Dogs,2025,19333
Pets,All types of active ingredients,All prescription types,Dogs,Dogs,2025,208685
Pets,All types of active ingredients,Single treatments companion animals,Dogs,Dogs,2025,208685
Pets,No,All prescription types,All categories of use,Cats,2025,218011
Pets,No,Single treatments companion animals,All categories of use,Cats,2025,218011
Pets,Yes,All prescription types,All categories of use,Cats,2025,77358
Pets,Yes,Single treatments companion animals,All categories of use,Cats,2025,77358
Pets,All types of active ingredients,All prescription types,All categories of use,Cats,2025,295369
Pets,All types of active ingredients,Single treatments companion animals,All categories of use,Cats,2025,295369
Pets,No,All prescription types,Cats,Cats,2025,218011
Pets,No,Single treatments companion animals,Cats,Cats,2025,218011
Pets,Yes,All prescription types,Cats,Cats,2025,77358
Pets,Yes,Single treatments companion animals,Cats,Cats,2025,77358
Pets,All types of active ingredients,All prescription types,Cats,Cats,2025,295369
Pets,All types of active ingredients,Single treatments companion animals,Cats,Cats,2025,295369
Farm animals,No,All prescription types,All categories of use,All species,2025,18390526
Farm animals,No,Single treatments farm animals,All categories of use,All species,2025,720930
Farm animals,No,Oral group treatments,All categories of use,All species,2025,17669596
Farm animals,Yes,All prescription types,All categories of use,All species,2025,1541490
Farm animals,Yes,Single treatments farm animals,All categories of use,All species,2025,111091
Farm animals,Yes,Oral group treatments,All categories of use,All species,2025,1430399
Farm animals,All types of active ingredients,All prescription types,All categories of use,All species,2025,19932016
Farm animals,All types of active ingredients,Single treatments farm animals,All categories of use,All species,2025,832021
Farm animals,All types of active ingredients,Oral group treatments,All categories of use,All species,2025,19099995
