Category,Species,Critical active substance ,Category of use,System,Year,Number of animal treatments
Farm animals,Cattle,Yes,Suckler cows,Symptomatic treatment (unspecific),2025,52
Farm animals,Cattle,All types of active ingredients,Suckler cows,All Organ Systems,2025,28864
Farm animals,Cattle,All types of active ingredients,Suckler cows,Disease of the musculoskeletal system,2025,3645
Farm animals,Cattle,All types of active ingredients,Suckler cows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,2040
Farm animals,Cattle,All types of active ingredients,Suckler cows,Udder,2025,9414
Farm animals,Cattle,All types of active ingredients,Suckler cows,Calf diseases,2025,1117
Farm animals,Cattle,All types of active ingredients,Suckler cows,Parasites,2025,5
Farm animals,Cattle,All types of active ingredients,Suckler cows,"Metabolism, digestion",2025,1098
Farm animals,Cattle,All types of active ingredients,Suckler cows,"Urogenital diseases / reproduction, birth",2025,9875
Farm animals,Cattle,All types of active ingredients,Suckler cows,"Animal husbandry, prophylaxis",2025,631
Farm animals,Cattle,All types of active ingredients,Suckler cows,Other reasons for treatment,2025,383
Farm animals,Cattle,All types of active ingredients,Suckler cows,Symptomatic treatment (unspecific),2025,656
Farm animals,Cattle,No,Cattle nCU,All Organ Systems,2025,502
Farm animals,Cattle,No,Cattle nCU,Disease of the musculoskeletal system,2025,35
Farm animals,Cattle,No,Cattle nCU,Udder,2025,328
Farm animals,Cattle,No,Cattle nCU,"Metabolism, digestion",2025,12
Farm animals,Cattle,No,Cattle nCU,"Urogenital diseases / reproduction, birth",2025,95
Farm animals,Cattle,No,Cattle nCU,Symptomatic treatment (unspecific),2025,32
Farm animals,Cattle,Yes,Cattle nCU,All Organ Systems,2025,26
Farm animals,Cattle,Yes,Cattle nCU,Disease of the musculoskeletal system,2025,3
Farm animals,Cattle,Yes,Cattle nCU,Udder,2025,22
Farm animals,Cattle,Yes,Cattle nCU,Symptomatic treatment (unspecific),2025,1
Farm animals,Cattle,All types of active ingredients,Cattle nCU,All Organ Systems,2025,528
Farm animals,Cattle,All types of active ingredients,Cattle nCU,Disease of the musculoskeletal system,2025,38
Farm animals,Cattle,All types of active ingredients,Cattle nCU,Udder,2025,350
Farm animals,Cattle,All types of active ingredients,Cattle nCU,"Metabolism, digestion",2025,12
Farm animals,Cattle,All types of active ingredients,Cattle nCU,"Urogenital diseases / reproduction, birth",2025,95
Farm animals,Cattle,All types of active ingredients,Cattle nCU,Symptomatic treatment (unspecific),2025,33
Farm animals,Sheep,No,All categories of use,All Organ Systems,2025,17500
Farm animals,Sheep,No,All categories of use,Disease of the musculoskeletal system,2025,2411
Farm animals,Sheep,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,4111
Farm animals,Sheep,No,All categories of use,Udder,2025,1910
Farm animals,Sheep,No,All categories of use,Lamb diseases,2025,2017
Farm animals,Sheep,No,All categories of use,Parasites,2025,128
Farm animals,Sheep,No,All categories of use,"Metabolism, digestion",2025,1291
Farm animals,Sheep,No,All categories of use,"Urogenital diseases / reproduction, birth",2025,3781
Farm animals,Sheep,No,All categories of use,"Animal husbandry, prophylaxis",2025,184
Farm animals,Sheep,No,All categories of use,Symptomatic treatment (unspecific),2025,1667
Farm animals,Sheep,Yes,All categories of use,All Organ Systems,2025,1258
Farm animals,Sheep,Yes,All categories of use,Disease of the musculoskeletal system,2025,77
Farm animals,Sheep,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,403
Farm animals,Sheep,Yes,All categories of use,Udder,2025,322
Farm animals,Sheep,Yes,All categories of use,Lamb diseases,2025,229
Farm animals,Sheep,Yes,All categories of use,"Metabolism, digestion",2025,72
Farm animals,Sheep,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2025,59
Farm animals,Sheep,Yes,All categories of use,"Animal husbandry, prophylaxis",2025,1
Farm animals,Sheep,Yes,All categories of use,Symptomatic treatment (unspecific),2025,95
Farm animals,Sheep,All types of active ingredients,All categories of use,All Organ Systems,2025,18758
Farm animals,Sheep,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2025,2488
Farm animals,Sheep,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,4514
Farm animals,Sheep,All types of active ingredients,All categories of use,Udder,2025,2232
Farm animals,Sheep,All types of active ingredients,All categories of use,Lamb diseases,2025,2246
Farm animals,Sheep,All types of active ingredients,All categories of use,Parasites,2025,128
Farm animals,Sheep,All types of active ingredients,All categories of use,"Metabolism, digestion",2025,1363
Farm animals,Sheep,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2025,3840
Farm animals,Sheep,All types of active ingredients,All categories of use,"Animal husbandry, prophylaxis",2025,185
Farm animals,Sheep,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2025,1762
Farm animals,Sheep,No,Sheep,All Organ Systems,2025,17500
Farm animals,Sheep,No,Sheep,Disease of the musculoskeletal system,2025,2411
Farm animals,Sheep,No,Sheep,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,4111
Farm animals,Sheep,No,Sheep,Udder,2025,1910
Farm animals,Sheep,No,Sheep,Lamb diseases,2025,2017
Farm animals,Sheep,No,Sheep,Parasites,2025,128
Farm animals,Sheep,No,Sheep,"Metabolism, digestion",2025,1291
Farm animals,Sheep,No,Sheep,"Urogenital diseases / reproduction, birth",2025,3781
Farm animals,Sheep,No,Sheep,"Animal husbandry, prophylaxis",2025,184
Farm animals,Sheep,No,Sheep,Symptomatic treatment (unspecific),2025,1667
Farm animals,Sheep,Yes,Sheep,All Organ Systems,2025,1258
Farm animals,Sheep,Yes,Sheep,Disease of the musculoskeletal system,2025,77
Farm animals,Sheep,Yes,Sheep,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,403
Farm animals,Sheep,Yes,Sheep,Udder,2025,322
Farm animals,Sheep,Yes,Sheep,Lamb diseases,2025,229
Farm animals,Sheep,Yes,Sheep,"Metabolism, digestion",2025,72
Farm animals,Sheep,Yes,Sheep,"Urogenital diseases / reproduction, birth",2025,59
Farm animals,Sheep,Yes,Sheep,"Animal husbandry, prophylaxis",2025,1
Farm animals,Sheep,Yes,Sheep,Symptomatic treatment (unspecific),2025,95
Farm animals,Sheep,All types of active ingredients,Sheep,All Organ Systems,2025,18758
Farm animals,Sheep,All types of active ingredients,Sheep,Disease of the musculoskeletal system,2025,2488
Farm animals,Sheep,All types of active ingredients,Sheep,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,4514
Farm animals,Sheep,All types of active ingredients,Sheep,Udder,2025,2232
Farm animals,Sheep,All types of active ingredients,Sheep,Lamb diseases,2025,2246
Farm animals,Sheep,All types of active ingredients,Sheep,Parasites,2025,128
Farm animals,Sheep,All types of active ingredients,Sheep,"Metabolism, digestion",2025,1363
Farm animals,Sheep,All types of active ingredients,Sheep,"Urogenital diseases / reproduction, birth",2025,3840
Farm animals,Sheep,All types of active ingredients,Sheep,"Animal husbandry, prophylaxis",2025,185
Farm animals,Sheep,All types of active ingredients,Sheep,Symptomatic treatment (unspecific),2025,1762
Farm animals,Pigs,No,All categories of use,All Organ Systems,2025,173082
Farm animals,Pigs,No,All categories of use,Disease of the musculoskeletal system,2025,13610
Farm animals,Pigs,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,21407
Farm animals,Pigs,No,All categories of use,Mammary gland diseases incl. mastitis,2025,188
Farm animals,Pigs,No,All categories of use,Parasites,2025,2
Farm animals,Pigs,No,All categories of use,Specific infectious diseases,2025,21431
Farm animals,Pigs,No,All categories of use,"Symptoms, other disorders",2025,29388
Farm animals,Pigs,No,All categories of use,"Urogenital diseases / reproduction, birth",2025,348
Farm animals,Pigs,No,All categories of use,"Digestion, diarrhea",2025,84351
Farm animals,Pigs,No,All categories of use,"Animal husbandry, prophylaxis",2025,1272
Farm animals,Pigs,No,All categories of use,Other reasons for treatment,2025,1085
Farm animals,Pigs,Yes,All categories of use,All Organ Systems,2025,24361
Farm animals,Pigs,Yes,All categories of use,Disease of the musculoskeletal system,2025,822
Farm animals,Pigs,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,2181
Farm animals,Pigs,Yes,All categories of use,Mammary gland diseases incl. mastitis,2025,468
Farm animals,Pigs,Yes,All categories of use,Specific infectious diseases,2025,1189
Farm animals,Pigs,Yes,All categories of use,"Symptoms, other disorders",2025,3113
Farm animals,Pigs,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2025,202
Farm animals,Pigs,Yes,All categories of use,"Digestion, diarrhea",2025,14540
Farm animals,Pigs,Yes,All categories of use,"Animal husbandry, prophylaxis",2025,7
Farm animals,Pigs,Yes,All categories of use,Other reasons for treatment,2025,1839
Farm animals,Pigs,All types of active ingredients,All categories of use,All Organ Systems,2025,197443
Farm animals,Pigs,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2025,14432
Farm animals,Pigs,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,23588
Farm animals,Pigs,All types of active ingredients,All categories of use,Mammary gland diseases incl. mastitis,2025,656
Farm animals,Pigs,All types of active ingredients,All categories of use,Parasites,2025,2
Farm animals,Pigs,All types of active ingredients,All categories of use,Specific infectious diseases,2025,22620
Farm animals,Pigs,All types of active ingredients,All categories of use,"Symptoms, other disorders",2025,32501
Farm animals,Pigs,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2025,550
Farm animals,Pigs,All types of active ingredients,All categories of use,"Digestion, diarrhea",2025,98891
Farm animals,Pigs,All types of active ingredients,All categories of use,"Animal husbandry, prophylaxis",2025,1279
Farm animals,Pigs,All types of active ingredients,All categories of use,Other reasons for treatment,2025,2924
Farm animals,Pigs,No,Young sows,All Organ Systems,2025,1171
Farm animals,Pigs,No,Young sows,Disease of the musculoskeletal system,2025,279
Farm animals,Pigs,No,Young sows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,155
Farm animals,Pigs,No,Young sows,Specific infectious diseases,2025,167
Farm animals,Pigs,No,Young sows,"Symptoms, other disorders",2025,462
Farm animals,Pigs,No,Young sows,"Urogenital diseases / reproduction, birth",2025,10
Farm animals,Pigs,No,Young sows,"Digestion, diarrhea",2025,91
Farm animals,Pigs,No,Young sows,Other reasons for treatment,2025,7
Farm animals,Pigs,Yes,Young sows,All Organ Systems,2025,29
Farm animals,Pigs,Yes,Young sows,Disease of the musculoskeletal system,2025,3
Farm animals,Pigs,Yes,Young sows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,1
Farm animals,Pigs,Yes,Young sows,Mammary gland diseases incl. mastitis,2025,4
Farm animals,Pigs,Yes,Young sows,Specific infectious diseases,2025,2
Farm animals,Pigs,Yes,Young sows,"Symptoms, other disorders",2025,5
Farm animals,Pigs,Yes,Young sows,"Urogenital diseases / reproduction, birth",2025,1
Farm animals,Pigs,Yes,Young sows,"Digestion, diarrhea",2025,11
Farm animals,Pigs,Yes,Young sows,Other reasons for treatment,2025,2
Farm animals,Pigs,All types of active ingredients,Young sows,All Organ Systems,2025,1200
Farm animals,Pigs,All types of active ingredients,Young sows,Disease of the musculoskeletal system,2025,282
Farm animals,Pigs,All types of active ingredients,Young sows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,156
Farm animals,Pigs,All types of active ingredients,Young sows,Mammary gland diseases incl. mastitis,2025,4
Farm animals,Pigs,All types of active ingredients,Young sows,Specific infectious diseases,2025,169
Farm animals,Pigs,All types of active ingredients,Young sows,"Symptoms, other disorders",2025,467
Farm animals,Pigs,All types of active ingredients,Young sows,"Urogenital diseases / reproduction, birth",2025,11
Farm animals,Pigs,All types of active ingredients,Young sows,"Digestion, diarrhea",2025,102
Farm animals,Pigs,All types of active ingredients,Young sows,Other reasons for treatment,2025,9
Farm animals,Pigs,No,Fattening pigs,All Organ Systems,2025,75874
Farm animals,Pigs,No,Fattening pigs,Disease of the musculoskeletal system,2025,8125
Farm animals,Pigs,No,Fattening pigs,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,12072
Farm animals,Pigs,No,Fattening pigs,Mammary gland diseases incl. mastitis,2025,37
Farm animals,Pigs,No,Fattening pigs,Parasites,2025,2
Farm animals,Pigs,No,Fattening pigs,Specific infectious diseases,2025,12219
Farm animals,Pigs,No,Fattening pigs,"Symptoms, other disorders",2025,20433
Farm animals,Pigs,No,Fattening pigs,"Urogenital diseases / reproduction, birth",2025,71
Farm animals,Pigs,No,Fattening pigs,"Digestion, diarrhea",2025,21820
Farm animals,Pigs,No,Fattening pigs,"Animal husbandry, prophylaxis",2025,383
Farm animals,Pigs,No,Fattening pigs,Other reasons for treatment,2025,712
Farm animals,Pigs,Yes,Fattening pigs,All Organ Systems,2025,10445
Farm animals,Pigs,Yes,Fattening pigs,Disease of the musculoskeletal system,2025,587
Farm animals,Pigs,Yes,Fattening pigs,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,1596
Farm animals,Pigs,Yes,Fattening pigs,Mammary gland diseases incl. mastitis,2025,213
Farm animals,Pigs,Yes,Fattening pigs,Specific infectious diseases,2025,854
Farm animals,Pigs,Yes,Fattening pigs,"Symptoms, other disorders",2025,943
Farm animals,Pigs,Yes,Fattening pigs,"Urogenital diseases / reproduction, birth",2025,6
Farm animals,Pigs,Yes,Fattening pigs,"Digestion, diarrhea",2025,5912
Farm animals,Pigs,Yes,Fattening pigs,Other reasons for treatment,2025,334
Farm animals,Pigs,All types of active ingredients,Fattening pigs,All Organ Systems,2025,86319
Farm animals,Pigs,All types of active ingredients,Fattening pigs,Disease of the musculoskeletal system,2025,8712
